Status,Score,Duration,Lines of Code,Number of Critical Vulnerabilities,Number of Medium-level Vulnerabilities,Number of Low-level Vulnerabilities,Number of Information-level Vulnerabilities,Total Number of Vulnerabilities
completed,0.7,0:23:51,1 496 485,30,739,1 127,23,1 919
